-2.59278,2.4398,0,2.2568,0,0,0,-1.36569,1.55607,0,0.314474,0,0,0
-2.38455,2.28271,0,2.3804,0,0,0,-1.36314,1.54596,0,0.332109,0,0,0
-1.99748,2.21385,0,2.18349,0,0,0,-1.36769,1.5828,0,0.340316,0,0,0
-1.92013,1.97951,0,2.21648,0,0,0,-1.37252,1.60147,0,0.379074,0,0,0
-1.86975,1.98719,0,2.08213,0,0,0,-1.36826,1.60976,0,0.420621,0,0,0
-1.83832,1.88048,0,1.93733,0,0,0,-1.34514,1.60721,0,0.486805,0,0,0
-1.82443,1.76771,0,1.56485,0,0,0,-1.34668,1.63853,0,0.485846,0,0,0
-2.01216,1.7571,0,1.32581,0,0,0,-1.35218,1.67323,0,0.474124,0,0,0
-1.92751,1.74503,0,1.01441,0,0,0,-1.35399,1.69978,0,0.480923,0,0,0
-1.78855,1.58882,0,0.877703,0,0,0,-1.35838,1.72118,0,0.50125,0,0,0
-1.81536,1.63557,0,0.636189,0,0,0,-1.35804,1.73311,0,0.525094,0,0,0
-1.80981,1.63216,0,0.509845,0,0,0,-1.3649,1.74994,0,0.537568,0,0,0
-1.80792,1.62786,0,0.443317,0,0,0,-1.35931,1.75109,0,0.578391,0,0,0
-1.81218,1.61794,0,0.397678,0,0,0,-1.37273,1.76975,0,0.551418,0,0,0
-1.8146,1.58169,0,0.420433,0,0,0,-1.38333,1.77555,0,0.546989,0,0,0
-1.82459,1.56262,0,0.459518,0,0,0,-1.38894,1.76185,0,0.543844,0,0,0
-1.82803,1.54869,0,0.485908,0,0,0,-1.39242,1.75747,0,0.532965,0,0,0
-1.82193,1.54172,0,0.511121,0,0,0,-1.39603,1.74884,0,0.483411,0,0,0
-1.82049,1.53945,0,0.542311,0,0,0,-1.40308,1.74633,0,0.42749,0,0,0
-1.8213,1.53754,0,0.560913,0,0,0,-1.40766,1.73651,0,0.396072,0,0,0
-1.81967,1.54988,0,0.568024,0,0,0,-1.40882,1.71299,0,0.384945,0,0,0
-1.82021,1.56203,0,0.569043,0,0,0,-1.40515,1.70131,0,0.349319,0,0,0
-1.82092,1.57666,0,0.563578,0,0,0,-1.40432,1.67976,0,0.333177,0,0,0
-1.8237,1.60177,0,0.549342,0,0,0,-1.40049,1.66662,0,0.334637,0,0,0
-1.8258,1.62907,0,0.528002,0,0,0,-1.39383,1.65038,0,0.347212,0,0,0
-1.82588,1.6488,0,0.511976,0,0,0,-1.38698,1.63807,0,0.360258,0,0,0
-1.8246,1.66705,0,0.495737,0,0,0,-1.38424,1.63469,0,0.360681,0,0,0
-1.81934,1.68516,0,0.481224,0,0,0,-1.38057,1.63405,0,0.37183,0,0,0
-1.81257,1.6906,0,0.480769,0,0,0,-1.37732,1.63847,0,0.375969,0,0,0
-1.80246,1.67782,0,0.506145,0,0,0,-1.37146,1.64181,0,0.380658,0,0,0
-1.79651,1.65729,0,0.540841,0,0,0,-1.36944,1.64473,0,0.388058,0,0,0
-1.78706,1.63595,0,0.570617,0,0,0,-1.36573,1.65354,0,0.387866,0,0,0
-1.78021,1.61735,0,0.592192,0,0,0,-1.36574,1.65926,0,0.389939,0,0,0
-1.77595,1.6006,0,0.598024,0,0,0,-1.36772,1.66416,0,0.401473,0,0,0
-1.77317,1.59297,0,0.603445,0,0,0,-1.36911,1.67026,0,0.414933,0,0,0
-1.77515,1.58853,0,0.601717,0,0,0,-1.37029,1.67703,0,0.429799,0,0,0
-1.77707,1.59006,0,0.592871,0,0,0,-1.36868,1.68267,0,0.441847,0,0,0
-1.7792,1.59696,0,0.57658,0,0,0,-1.37057,1.68834,0,0.459849,0,0,0
-1.78393,1.60464,0,0.550619,0,0,0,-1.3703,1.69278,0,0.471355,0,0,0
-1.78749,1.61682,0,0.535872,0,0,0,-1.37388,1.69655,0,0.47882,0,0,0
-1.79348,1.62795,0,0.523311,0,0,0,-1.37494,1.70093,0,0.482745,0,0,0
-1.79445,1.6376,0,0.513407,0,0,0,-1.37947,1.70331,0,0.482609,0,0,0
-1.79702,1.64321,0,0.508672,0,0,0,-1.37994,1.70833,0,0.477429,0,0,0
-1.79905,1.64724,0,0.509389,0,0,0,-1.3862,1.71025,0,0.470902,0,0,0
-1.7995,1.65183,0,0.508575,0,0,0,-1.38647,1.71288,0,0.464563,0,0,0
-1.80193,1.65433,0,0.511051,0,0,0,-1.38577,1.71488,0,0.456363,0,0,0
-1.80371,1.65727,0,0.513431,0,0,0,-1.38725,1.71671,0,0.446528,0,0,0
-1.80318,1.66071,0,0.513409,0,0,0,-1.38857,1.7179,0,0.439314,0,0,0
-1.80482,1.66249,0,0.515502,0,0,0,-1.3892,1.71876,0,0.432492,0,0,0
-1.80397,1.66539,0,0.513963,0,0,0,-1.38925,1.71952,0,0.427563,0,0,0
-1.80282,1.66722,0,0.513478,0,0,0,-1.3896,1.71935,0,0.423715,0,0,0
-1.80261,1.66792,0,0.513357,0,0,0,-1.38873,1.72007,0,0.42094,0,0,0
-1.80152,1.6684,0,0.512819,0,0,0,-1.38781,1.72072,0,0.419721,0,0,0
-1.80069,1.66981,0,0.511078,0,0,0,-1.38662,1.72173,0,0.417932,0,0,0
-1.79971,1.67046,0,0.511081,0,0,0,-1.38451,1.72277,0,0.416759,0,0,0
-1.79926,1.67104,0,0.510167,0,0,0,-1.38452,1.72314,0,0.415582,0,0,0
-1.79862,1.67115,0,0.509813,0,0,0,-1.38434,1.72392,0,0.413883,0,0,0
