-0.201446,-0.253379,1.71418,-0.280116,-0.327509,1.54251,-0.219031,-0.143131,1.57593,0.088714,-0.217444,1.68821,0.114367,-0.344161,1.5194,0.0527101,-0.187799,1.53113
-0.20058,-0.252468,1.70941,-0.278796,-0.325559,1.53661,-0.218374,-0.142787,1.57058,0.0886863,-0.217041,1.68426,0.115073,-0.343146,1.51413,0.0538507,-0.186412,1.52689
-0.19655,-0.249699,1.69746,-0.27654,-0.322431,1.52878,-0.216097,-0.141479,1.56231,0.0914242,-0.21264,1.66884,0.116446,-0.33855,1.50552,0.0475544,-0.132831,1.53163
-0.193632,-0.250567,1.68198,-0.275278,-0.322041,1.52461,-0.211107,-0.137649,1.55503,0.092951,-0.208159,1.65811,0.118256,-0.32559,1.49608,0.0499505,-0.149452,1.5163
-0.192616,-0.248729,1.67777,-0.274925,-0.321552,1.52048,-0.209261,-0.136182,1.54827,0.0936691,-0.203795,1.6493,0.119735,-0.316473,1.48717,0.0521994,-0.151647,1.50919
-0.194129,-0.243451,1.66973,-0.274973,-0.321123,1.51596,-0.208391,-0.135024,1.541,0.0955446,-0.201305,1.64303,0.121503,-0.309881,1.47855,0.0537214,-0.151759,1.50129
-0.194196,-0.241918,1.66803,-0.275062,-0.320607,1.51333,-0.209566,-0.13575,1.5326,0.096121,-0.199299,1.63827,0.123153,-0.30953,1.47453,0.0546429,-0.152972,1.49271
-0.194496,-0.237265,1.66553,-0.275072,-0.320841,1.51181,-0.210889,-0.135284,1.52904,0.0967484,-0.197576,1.63602,0.124118,-0.308419,1.47158,0.049628,-0.105399,1.50296
-0.194653,-0.236855,1.66556,-0.275704,-0.32215,1.51179,-0.21262,-0.135065,1.52717,0.0969673,-0.196819,1.63484,0.124006,-0.308753,1.46936,0.0489509,-0.106184,1.50074
-0.194883,-0.236496,1.66561,-0.275817,-0.322354,1.51186,-0.215284,-0.135684,1.52556,0.0972125,-0.19668,1.63388,0.124355,-0.308167,1.46817,0.0491716,-0.105913,1.49988
