-0.22453,0.113338,1.64882,-0.396824,0.0171066,1.5803,-0.457137,0.167427,1.45847,0.146083,0.10246,1.63936,0.317762,-0.00911037,1.57482,0.403009,0.170008,1.48803
-0.22302,0.113057,1.65081,-0.396579,0.0172348,1.58309,-0.454832,0.169319,1.46524,0.146447,0.102334,1.63974,0.319953,-0.00830729,1.57593,0.403496,0.169676,1.49042
-0.21705,0.11219,1.65537,-0.402468,0.0125942,1.58337,-0.447664,0.18431,1.48157,0.147699,0.101908,1.64076,0.330986,-0.00693794,1.58167,0.404972,0.168995,1.4967
-0.209223,0.109918,1.6629,-0.403783,0.00995162,1.58929,-0.442663,0.191078,1.49571,0.159514,0.0985124,1.64961,0.345804,-0.00465542,1.58889,0.408724,0.168528,1.50657
-0.200515,0.108136,1.67029,-0.402606,0.00887069,1.59692,-0.436768,0.197385,1.50858,0.170076,0.0961198,1.65622,0.36278,-0.028238,1.59166,0.418718,0.176206,1.51946
-0.190733,0.105315,1.67716,-0.396359,0.00601247,1.6157,-0.428897,0.201707,1.52587,0.180068,0.094643,1.66166,0.368999,-0.0321988,1.59547,0.426124,0.179452,1.52849
-0.180834,0.103679,1.6858,-0.389655,0.00427751,1.6303,-0.422994,0.203439,1.5389,0.192943,0.0923615,1.66857,0.380859,-0.0360668,1.60178,0.434071,0.181284,1.53875
-0.171853,0.102984,1.69303,-0.379558,0.00368776,1.64489,-0.416316,0.205997,1.55134,0.195734,0.0920883,1.66992,0.393107,-0.0375785,1.608,0.443097,0.183004,1.54698
-0.163514,0.10158,1.70045,-0.370465,0.00236088,1.65735,-0.408786,0.206887,1.56345,0.214568,0.0892041,1.67909,0.41063,-0.00964768,1.62346,0.452371,0.184028,1.55436
-0.154178,0.102048,1.70721,-0.362539,0.00381727,1.66524,-0.401603,0.209502,1.57325,0.225173,0.0876469,1.68383,0.417384,-0.0259335,1.62525,0.460939,0.184719,1.55907
-0.144244,0.102709,1.71309,-0.355102,0.00493341,1.67233,-0.394929,0.211745,1.58215,0.234102,0.0869359,1.68731,0.419888,-0.0312492,1.62862,0.466465,0.184894,1.56222
-0.135702,0.102088,1.72083,-0.349456,0.00569369,1.67745,-0.388599,0.213968,1.58972,0.242404,0.0861425,1.69085,0.425726,-0.0339378,1.63056,0.473043,0.184825,1.5651
-0.133601,0.102324,1.72257,-0.344344,0.0064214,1.68195,-0.382621,0.215813,1.596,0.248911,0.0849063,1.69418,0.43094,-0.0358004,1.63186,0.479704,0.185285,1.56684
-0.124423,0.101318,1.73134,-0.33803,0.00684703,1.68762,-0.377198,0.216863,1.60144,0.249557,0.0848705,1.69447,0.432824,-0.0368811,1.6336,0.484236,0.182564,1.56754
-0.118825,0.100411,1.73832,-0.334334,0.00631079,1.69255,-0.372701,0.216687,1.60778,0.256821,0.0828829,1.7,0.440227,-0.0388296,1.63528,0.488545,0.183134,1.5691
-0.115647,0.0995568,1.74189,-0.330099,0.00524989,1.69643,-0.368451,0.216121,1.61351,0.26062,0.0815924,1.70254,0.440518,-0.0394182,1.63644,0.490931,0.1828,1.56925
-0.113258,0.0982412,1.74541,-0.328419,0.00469582,1.69948,-0.366503,0.216003,1.61884,0.264366,0.0804368,1.70636,0.440878,-0.0401386,1.63828,0.493752,0.18026,1.57024
-0.111797,0.0970602,1.74733,-0.326108,0.00372925,1.70329,-0.365206,0.215599,1.62307,0.265824,0.0801119,1.7083,0.441346,-0.0405031,1.6397,0.495761,0.179119,1.57086
-0.110468,0.0956394,1.74961,-0.324927,-0.000870031,1.70976,-0.364311,0.211949,1.62872,0.267192,0.0790358,1.71102,0.441805,-0.0416418,1.643,0.49799,0.17702,1.57235
-0.110094,0.0944768,1.75123,-0.324133,-0.00237168,1.71203,-0.36425,0.210392,1.63101,0.267953,0.0784853,1.71284,0.442713,-0.0429367,1.64541,0.499081,0.175551,1.57336
-0.109827,0.0936963,1.75314,-0.323699,-0.00325111,1.71365,-0.364699,0.209339,1.63269,0.268476,0.0777013,1.7144,0.441943,-0.0434925,1.64871,0.50038,0.174237,1.57515
-0.109558,0.0931244,1.75439,-0.323575,-0.00411672,1.71455,-0.365431,0.208174,1.63401,0.268711,0.0774423,1.71626,0.442034,-0.043693,1.64963,0.502038,0.173172,1.57736
-0.109216,0.0927596,1.75581,-0.323757,-0.00501603,1.71497,-0.366694,0.206568,1.63566,0.268751,0.0775022,1.71812,0.439675,-0.0434706,1.65555,0.503092,0.172383,1.58039
-0.109462,0.092207,1.75712,-0.323739,-0.00554267,1.71553,-0.368085,0.205532,1.63678,0.268319,0.0780313,1.72013,0.440661,-0.0436912,1.65646,0.504527,0.171939,1.58387
-0.109545,0.0915942,1.75835,-0.324053,-0.00674186,1.7163,-0.369734,0.203879,1.63775,0.268255,0.0781248,1.72134,0.44101,-0.0441784,1.65808,0.505596,0.17098,1.58615
-0.10966,0.0913011,1.75917,-0.324208,-0.00790801,1.71655,-0.371397,0.201928,1.63823,0.267881,0.0782445,1.72253,0.441313,-0.0440787,1.65958,0.506175,0.170971,1.58749
-0.109819,0.0910512,1.76002,-0.324256,-0.00968409,1.71713,-0.373382,0.19962,1.6385,0.267613,0.0784065,1.72338,0.441184,-0.0439977,1.66098,0.506744,0.170821,1.58837
