-0.251219,0.0593634,1.85887,-0.350524,-0.145754,1.76461,-0.375339,-0.34861,1.58555,0.107476,0.0533354,1.87494,0.175515,-0.176724,1.80018,0.191407,-0.360032,1.64849
-0.251316,0.0592566,1.85879,-0.344875,-0.141634,1.75844,-0.362521,-0.339801,1.57605,0.107738,0.0532713,1.87449,0.173424,-0.174605,1.79587,0.181182,-0.35461,1.64841
-0.251557,0.0590704,1.85859,-0.339938,-0.138682,1.75052,-0.34735,-0.330487,1.56512,0.108274,0.0528863,1.87399,0.170908,-0.173723,1.79311,0.171512,-0.35326,1.64387
-0.251846,0.0589095,1.85801,-0.334153,-0.136148,1.74113,-0.329142,-0.322949,1.55236,0.109028,0.0523129,1.87292,0.167485,-0.171533,1.78854,0.161086,-0.352101,1.63622
-0.252813,0.0588754,1.8575,-0.32825,-0.129382,1.737,-0.31183,-0.317455,1.54087,0.109267,0.0522235,1.87263,0.163022,-0.168338,1.78516,0.153327,-0.350348,1.62924
-0.253582,0.0586432,1.85609,-0.322275,-0.12554,1.73151,-0.286691,-0.310538,1.52732,0.109669,0.0521182,1.87219,0.158601,-0.162784,1.78115,0.1446,-0.347221,1.62073
-0.253842,0.0593453,1.85363,-0.315237,-0.124239,1.72076,-0.269208,-0.305025,1.51709,0.109612,0.0518244,1.8713,0.156083,-0.159258,1.77709,0.135128,-0.34652,1.61131
-0.254679,0.0588201,1.85184,-0.30935,-0.119992,1.72126,-0.248871,-0.28698,1.50537,0.109736,0.0518355,1.87066,0.151866,-0.154921,1.77258,0.12778,-0.342507,1.60507
-0.254587,0.0587271,1.85053,-0.306667,-0.0995606,1.66624,-0.23323,-0.277541,1.50022,0.109407,0.0519868,1.86964,0.147835,-0.151843,1.76773,0.119346,-0.337784,1.59924
-0.254163,0.0591321,1.84858,-0.292019,-0.102238,1.68843,-0.210653,-0.25978,1.48601,0.108678,0.0521141,1.86794,0.142437,-0.151575,1.75625,0.109372,-0.334927,1.59428
-0.253455,0.0601171,1.84733,-0.305789,-0.0873361,1.67463,-0.195112,-0.247386,1.48128,0.108053,0.0529021,1.86825,0.13962,-0.150158,1.75032,0.100247,-0.330189,1.59135
-0.253046,0.0612053,1.84658,-0.284274,-0.0941172,1.66776,-0.171689,-0.236009,1.47509,0.106072,0.0542261,1.86672,0.136357,-0.150131,1.74496,0.0913941,-0.327183,1.5881
-0.251769,0.0624232,1.8446,-0.268809,-0.0990326,1.64496,-0.166682,-0.210121,1.47792,0.105538,0.0549585,1.86705,0.131956,-0.147774,1.74028,0.078572,-0.325463,1.58287
-0.250544,0.0635875,1.84196,-0.26729,-0.0993218,1.6427,-0.107705,-0.225834,1.45526,0.104978,0.0554233,1.86706,0.128835,-0.14386,1.73393,0.0716482,-0.310163,1.58244
-0.250441,0.0641432,1.84173,-0.265416,-0.0976481,1.6419,-0.123603,-0.181767,1.48892,0.104251,0.0558597,1.86701,0.124799,-0.13454,1.73142,0.0667344,-0.293061,1.58286
-0.250265,0.0646504,1.84113,-0.266293,-0.08989,1.64653,-0.104864,-0.1754,1.48334,0.102966,0.056428,1.86679,0.122931,-0.133655,1.72611,0.0595033,-0.288147,1.57704
-0.249075,0.0656385,1.83699,-0.275838,-0.0768339,1.63056,-0.0761891,-0.132276,1.4672,0.102038,0.0570948,1.86663,0.121272,-0.125806,1.72547,0.0384425,-0.249317,1.557
-0.249038,0.0664516,1.83723,-0.257669,-0.0754433,1.62875,-0.0649093,-0.127003,1.46966,0.100805,0.0579449,1.86638,0.121608,-0.11934,1.72384,0.0205598,-0.285079,1.55678
-0.249146,0.0666685,1.83696,-0.268433,-0.0697538,1.62673,-0.0555865,-0.115591,1.47454,0.0997607,0.0586076,1.86604,0.121997,-0.115307,1.71926,0.0158466,-0.288152,1.55775
-0.249243,0.0669847,1.83674,-0.261098,-0.0714183,1.6259,-0.0674808,-0.0788194,1.48635,0.0988491,0.0593338,1.86577,0.125167,-0.110632,1.71313,-0.00611262,-0.319267,1.54251
