-1.77624,1.68092,0,0.478551,0,0,0,-1.42362,1.67825,0,0.458871,0,0,0
-1.77988,1.67705,0,0.48575,0,0,0,-1.41823,1.66072,0,0.471385,0,0,0
-1.78224,1.68087,0,0.478874,0,0,0,-1.42311,1.66115,0,0.447293,0,0,0
-1.78717,1.6924,0,0.460264,0,0,0,-1.42958,1.67122,0,0.40288,0,0,0
-1.78937,1.70259,0,0.443527,0,0,0,-1.43281,1.67034,0,0.375978,0,0,0
-1.78972,1.70616,0,0.439118,0,0,0,-1.43248,1.66178,0,0.362247,0,0,0
-1.79469,1.71365,0,0.43281,0,0,0,-1.43076,1.65596,0,0.364648,0,0,0
-1.80287,1.71067,0,0.451262,0,0,0,-1.4297,1.65747,0,0.365321,0,0,0
-1.80933,1.72395,0,0.448449,0,0,0,-1.42474,1.65506,0,0.356982,0,0,0
-1.81516,1.72344,0,0.453965,0,0,0,-1.42215,1.65802,0,0.360156,0,0,0
-1.82259,1.71987,0,0.451522,0,0,0,-1.42038,1.67467,0,0.358658,0,0,0
-1.82655,1.72943,0,0.447948,0,0,0,-1.4116,1.68232,0,0.368639,0,0,0
-1.82593,1.74134,0,0.442334,0,0,0,-1.40579,1.68742,0,0.376781,0,0,0
-1.82712,1.74553,0,0.439444,0,0,0,-1.40043,1.69771,0,0.378125,0,0,0
-1.82331,1.75741,0,0.427984,0,0,0,-1.39344,1.72132,0,0.370963,0,0,0
-1.82201,1.76578,0,0.421012,0,0,0,-1.38748,1.72713,0,0.378085,0,0,0
-1.82138,1.77051,0,0.425856,0,0,0,-1.38613,1.73454,0,0.382963,0,0,0
-1.81806,1.77707,0,0.424785,0,0,0,-1.38137,1.74108,0,0.389047,0,0,0
-1.82079,1.77889,0,0.434147,0,0,0,-1.37536,1.74681,0,0.396485,0,0,0
-1.81554,1.7903,0,0.427627,0,0,0,-1.37202,1.76116,0,0.392807,0,0,0
-1.81691,1.79819,0,0.426224,0,0,0,-1.37127,1.77309,0,0.387854,0,0,0
-1.82024,1.81215,0,0.418042,0,0,0,-1.37063,1.78122,0,0.384101,0,0,0
-1.8187,1.82725,0,0.40572,0,0,0,-1.36716,1.7916,0,0.379707,0,0,0
-1.82212,1.83462,0,0.40367,0,0,0,-1.36437,1.8007,0,0.37606,0,0,0
